goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2493596 ns/op	   3620520 Bytes	        -1.000 Load	     50000 N-runs	 1623576 B/op	    1856 allocs/op
BenchmarkU32FullReads/swiss-800000-8                                   	       2	  28354054 ns/op	  17619304 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-800000-8                                 	       2	  25351060 ns/op	  41212424 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-800000-8                                    	       2	  20201996 ns/op	  28629600 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1000000-8                                    	       2	  54471424 ns/op	  39572128 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1000000-8                                  	       2	  29484578 ns/op	  48307072 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1000000-8                           	       2	  29141659 ns/op	  48307216 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1000000-8                              	       2	  56026823 ns/op	  32850048 Bytes	         0.9537 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1000000-8                                  	       2	  50226096 ns/op	  32578712 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1000000-8                                	       2	  33064206 ns/op	  42015960 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-1000000-8                                   	       2	  25814004 ns/op	  29433136 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1200000-8                                    	       2	  65797207 ns/op	  40603232 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1200000-8                                  	       2	  38376407 ns/op	  49102320 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1200000-8                           	       2	  34612214 ns/op	  93142560 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1200000-8                              	       2	  66841712 ns/op	  49428128 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1200000-8                                  	       2	  63022456 ns/op	  33373960 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1200000-8                                	       2	  38811099 ns/op	  80560040 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-1200000-8                                   	       2	  32903670 ns/op	  55394304 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1400000-8                                    	       2	  79077348 ns/op	  42543152 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1400000-8                                  	       2	  50488378 ns/op	  49905856 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1400000-8                           	       2	  41740792 ns/op	  93946192 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1400000-8                              	       2	  80009044 ns/op	  53431648 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1400000-8                                  	       2	  72693738 ns/op	  34177400 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1400000-8                                	       2	  45972533 ns/op	  81363480 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-1400000-8                                   	       2	  38661974 ns/op	  56197744 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1600000-8                                    	       2	  93132128 ns/op	  45471152 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1600000-8                                  	       2	  68739448 ns/op	  50709584 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1600000-8                           	       2	  48514714 ns/op	  94749920 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1600000-8                              	       2	  95976476 ns/op	  49046768 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1600000-8                                  	       2	  82828740 ns/op	  34981128 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1600000-8                                	       2	  54211295 ns/op	  82167112 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-1600000-8                                   	       2	  44899784 ns/op	  57001376 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1800000-8                                    	       2	 140901034 ns/op	  77948496 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1800000-8                                  	       2	  54747334 ns/op	  95544928 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1800000-8                           	       2	  55403274 ns/op	  95545072 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1800000-8                              	       2	 116006916 ns/op	  61430528 Bytes	         0.8583 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1800000-8                                  	       2	  97746918 ns/op	  35776280 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1800000-8                                	       2	  62346178 ns/op	  82962360 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-1800000-8                                   	       2	  52067436 ns/op	  57796624 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2000000-8                                    	       2	 117798326 ns/op	  78869168 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2000000-8                                  	       2	  64969918 ns/op	  96348272 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2000000-8                           	       2	  65022782 ns/op	  96348512 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2000000-8                              	       2	 134791934 ns/op	  65433968 Bytes	         0.9537 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2000000-8                                  	       2	 134594824 ns/op	  64891544 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2000000-8                                	       2	  72080971 ns/op	  83765976 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-2000000-8                                   	       2	  59385860 ns/op	  58600240 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2200000-8                                    	       2	 133895058 ns/op	  79904240 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2200000-8                                  	       2	  72431132 ns/op	  97152064 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2200000-8                           	       2	  63649854 ns/op	 185232672 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2200000-8                              	       2	 130755705 ns/op	  94603680 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2200000-8                                  	       2	 142199143 ns/op	  65695144 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2200000-8                                	       2	  69068557 ns/op	 160067240 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-2200000-8                                   	       2	  60457283 ns/op	 109735952 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2400000-8                                    	       2	 139917096 ns/op	  81111248 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2400000-8                                  	       2	  82909208 ns/op	  97947856 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2400000-8                           	       2	  68818420 ns/op	 186028288 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2400000-8                              	       2	 142541994 ns/op	  81821968 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2400000-8                                  	       2	 158364010 ns/op	  66490760 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2400000-8                                	       2	  76477245 ns/op	 160862664 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-2400000-8                                   	       2	  67910742 ns/op	 110531200 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2600000-8                                    	       2	 150506764 ns/op	  82325696 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2600000-8                                  	       2	  90934367 ns/op	  98751296 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2600000-8                           	       2	  74507204 ns/op	 186831728 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2600000-8                              	       2	 154492170 ns/op	 102602800 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2600000-8                                  	       2	 169274508 ns/op	  67294376 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2600000-8                                	       2	  86527374 ns/op	 161666280 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-2600000-8                                   	       2	  75070690 ns/op	 111334896 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2800000-8                                    	       2	 168998716 ns/op	  85014576 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2800000-8                                  	       2	 108548982 ns/op	  99554992 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2800000-8                           	       2	  82699457 ns/op	 187635424 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2800000-8                              	       2	 177770624 ns/op	 106606320 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2800000-8                                  	       2	 185913636 ns/op	  68097800 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2800000-8                                	       2	  94122240 ns/op	 162469880 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-2800000-8                                   	       2	  83008800 ns/op	 112138320 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-3000000-8                                    	       2	 180637800 ns/op	  87794544 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-3000000-8                                  	       2	 122592086 ns/op	 100350128 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-3000000-8                           	       2	  91561703 ns/op	 188430560 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-3000000-8                              	       2	 188146241 ns/op	 110601552 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-3000000-8                                  	       2	 195024688 ns/op	  68893224 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-3000000-8                                	       2	  97369534 ns/op	 163265128 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-3000000-8                                   	       2	  84716928 ns/op	 112933568 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-50000-8                                	       2	    939304 ns/op	   2095280 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-50000-8                              	       2	   1114112 ns/op	   1858880 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-50000-8                       	       2	    713676 ns/op	   3431696 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-50000-8                          	       2	    759588 ns/op	   2396752 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-50000-8                              	       2	   1051928 ns/op	   3039816 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-50000-8                            	       2	    864644 ns/op	   3038680 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-50000-8                               	       2	    668786 ns/op	   2645552 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-100000-8                               	       2	   1867264 ns/op	   3487296 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-100000-8                             	       2	   2023020 ns/op	   3432256 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-100000-8                      	       2	   1787050 ns/op	  12869808 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-100000-8                         	       2	   1607094 ns/op	   4246160 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-100000-8                             	       2	   1901451 ns/op	   2842616 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-100000-8                           	       2	   1974437 ns/op	   5791896 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-100000-8                              	       2	   1602708 ns/op	   4219120 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-200000-8                               	       2	   4153362 ns/op	   6737888 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-200000-8                             	       2	   4401770 ns/op	   7381328 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-200000-8                      	       2	   3160992 ns/op	  12880464 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-200000-8                         	       2	   4177538 ns/op	   8216160 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-200000-8                             	       2	   4188700 ns/op	   5409384 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-200000-8                           	       2	   4147496 ns/op	  11307880 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-200000-8                              	       2	   3250574 ns/op	   8162528 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-400000-8                               	       2	  10423200 ns/op	  13172704 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-400000-8                             	       2	   9891532 ns/op	  14481088 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-400000-8                      	       2	  10594437 ns/op	  25491296 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-400000-8                         	       2	  12892434 ns/op	  16162672 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-400000-8                             	       2	   9785161 ns/op	  10549112 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-400000-8                           	       2	  12515682 ns/op	  22345752 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-400000-8                              	       2	   8973942 ns/op	  16054384 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-600000-8                               	       2	  19801250 ns/op	  22856528 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-600000-8                             	       2	  17864487 ns/op	  28653968 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-600000-8                      	       2	  16373794 ns/op	  49101264 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-600000-8                         	       2	  22451420 ns/op	  27244000 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-600000-8                             	       2	  11127274 ns/op	  19217064 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-600000-8                           	       2	  18145020 ns/op	  42810088 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-600000-8                              	       2	  15730828 ns/op	  30227360 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-800000-8                               	       2	  31646932 ns/op	  25993232 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-800000-8                             	       2	  28900788 ns/op	  28687456 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-800000-8                      	       2	  23336266 ns/op	  50707808 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-800000-8                         	       2	  36340294 ns/op	  32050720 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-800000-8                             	       2	  21785048 ns/op	  20823512 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-800000-8                           	       2	  27942046 ns/op	  44416728 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-800000-8                              	       2	  23005364 ns/op	  31833904 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1000000-8                              	       2	  40736340 ns/op	  43578688 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1000000-8                            	       2	  32426248 ns/op	  52314272 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1000000-8                     	       2	  32998464 ns/op	  52314320 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1000000-8                        	       2	  50872338 ns/op	  36857104 Bytes	         0.9537 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1000000-8                            	       2	  20796622 ns/op	  36585720 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1000000-8                          	       2	  43919355 ns/op	  46023064 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1000000-8                             	       2	  32883398 ns/op	  33440240 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1200000-8                              	       2	  50050262 ns/op	  45402192 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1200000-8                            	       2	  40942926 ns/op	  53904144 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1200000-8                     	       2	  36493838 ns/op	  97944496 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1200000-8                        	       2	  52890395 ns/op	  54230048 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1200000-8                            	       2	  25347909 ns/op	  38175688 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1200000-8                          	       2	  39032576 ns/op	  85361944 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1200000-8                             	       2	  35111937 ns/op	  60196208 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1400000-8                              	       2	  63547382 ns/op	  48161632 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1400000-8                            	       2	  51754810 ns/op	  55510752 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1400000-8                     	       2	  42655361 ns/op	  99551280 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1400000-8                        	       2	  68716567 ns/op	  59037104 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1400000-8                            	       2	  32391436 ns/op	  39782840 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1400000-8                          	       2	  48345181 ns/op	  86968824 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1400000-8                             	       2	  44048666 ns/op	  61803184 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1600000-8                              	       2	  79211049 ns/op	  51888736 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1600000-8                            	       2	  68808822 ns/op	  57117456 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1600000-8                     	       2	  52229696 ns/op	 101157712 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1600000-8                        	       2	  88222082 ns/op	  63843232 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1600000-8                            	       2	  47900630 ns/op	  41388904 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1600000-8                          	       2	  64842128 ns/op	  88575160 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1600000-8                             	       2	  54497405 ns/op	  63409424 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1800000-8                              	       2	 125924742 ns/op	  85117184 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1800000-8                            	       2	  61894921 ns/op	 102747600 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1800000-8                     	       2	  62489081 ns/op	 102747856 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1800000-8                        	       2	 104974048 ns/op	  68633504 Bytes	         0.8583 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1800000-8                            	       2	  83312878 ns/op	  42979432 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1800000-8                          	       2	  78400996 ns/op	  90165416 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1800000-8                             	       2	  65142778 ns/op	  64999680 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2000000-8                              	       2	  95238985 ns/op	  86884800 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2000000-8                            	       2	  71371336 ns/op	 104354336 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2000000-8                     	       2	  71253006 ns/op	 104354496 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2000000-8                        	       2	 123361673 ns/op	  73439952 Bytes	         0.9537 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2000000-8                            	       2	  42044925 ns/op	  72897336 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2000000-8                          	       2	  93340054 ns/op	  91771944 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
