goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2657790 ns/op	   3635560 Bytes	        -1.000 Load	     50000 N-runs	 1630000 B/op	    1870 allocs/op
BenchmarkU32RandomFullDeletes/robin-1000000-8                             	       2	  35240408 ns/op	  29429608 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-1000000-8                      	       2	  34796894 ns/op	  29429784 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-1000000-8                         	       2	  59373548 ns/op	  28652536 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-1000000-8                             	       2	  43299962 ns/op	  24858840 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-1000000-8                           	       2	  74849398 ns/op	  67178592 Bytes	        -1.000 Load	   1000000 N-runs	25165776 B/op	      19 allocs/op
BenchmarkU32RandomFullDeletes/flat-1000000-8                              	       2	  43293144 ns/op	  21041528 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-1000000-8                         	       2	  36610519 ns/op	 104952392 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-1000000-8                  	       2	  36775064 ns/op	 104952552 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-1200000-8                               	       2	  78356218 ns/op	  27699152 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-1200000-8                             	       2	  44521097 ns/op	  30219224 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-1200000-8                      	       2	  42318040 ns/op	  55385224 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-1200000-8                         	       2	  74518227 ns/op	  41030968 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-1200000-8                             	       2	  57756678 ns/op	  29761032 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-1200000-8                           	       2	  92271296 ns/op	 130883056 Bytes	        -1.000 Load	   1200000 N-runs	50331600 B/op	      20 allocs/op
BenchmarkU32RandomFullDeletes/flat-1200000-8                              	       2	  45523758 ns/op	  38608648 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-1200000-8                         	       2	  41458089 ns/op	 139288456 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-1200000-8                  	       2	  41476586 ns/op	 139288616 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-1400000-8                               	       2	  95794846 ns/op	  29650240 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-1400000-8                             	       2	  56044716 ns/op	  56189416 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-1400000-8                      	       2	  51917851 ns/op	  56189176 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-1400000-8                         	       2	  87920378 ns/op	  45034824 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-1400000-8                             	       2	  71869410 ns/op	  20267328 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-1400000-8                           	       2	 104771976 ns/op	 131686816 Bytes	        -1.000 Load	   1400000 N-runs	50331600 B/op	      20 allocs/op
BenchmarkU32RandomFullDeletes/flat-1400000-8                              	       2	  56187788 ns/op	  39412504 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-1400000-8                         	       2	  49946364 ns/op	 207209448 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-1400000-8                  	       2	  49823474 ns/op	 207209704 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-1600000-8                               	       2	 116538820 ns/op	  32586288 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-1600000-8                             	       2	  73500230 ns/op	  31827512 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-1600000-8                      	       2	  57226666 ns/op	  56993608 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-1600000-8                         	       2	 103484272 ns/op	  49039256 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-1600000-8                             	       2	  85884512 ns/op	  23127952 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-1600000-8                           	       2	 123358985 ns/op	 132491248 Bytes	        -1.000 Load	   1600000 N-runs	50331600 B/op	      20 allocs/op
BenchmarkU32RandomFullDeletes/flat-1600000-8                              	       2	  69990136 ns/op	  40216744 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-1600000-8                         	       2	  57913464 ns/op	 208013688 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-1600000-8                  	       2	  58018445 ns/op	 208013848 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-1800000-8                               	       2	 122869241 ns/op	  52150016 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-1800000-8                             	       2	  66457698 ns/op	  57789288 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-1800000-8                      	       2	  66318514 ns/op	  57789464 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-1800000-8                         	       2	 120035952 ns/op	  53035192 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-1800000-8                             	       2	 100479274 ns/op	  25980096 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-1800000-8                           	       2	 142754727 ns/op	 133287200 Bytes	        -1.000 Load	   1800000 N-runs	50331600 B/op	      20 allocs/op
BenchmarkU32RandomFullDeletes/flat-1800000-8                              	       2	  82545722 ns/op	  41012696 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-1800000-8                         	       2	  67539496 ns/op	 208809544 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-1800000-8                  	       2	  69484710 ns/op	 208809704 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-2000000-8                               	       2	 140050514 ns/op	  53085136 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-2000000-8                             	       2	  75692548 ns/op	  58593240 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-2000000-8                      	       2	  75712208 ns/op	  58593512 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-2000000-8                         	       2	 137809266 ns/op	  57039144 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-2000000-8                             	       2	 115519522 ns/op	  28848432 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-2000000-8                           	       2	 160566888 ns/op	 134091248 Bytes	        -1.000 Load	   2000000 N-runs	50331600 B/op	      20 allocs/op
BenchmarkU32RandomFullDeletes/flat-2000000-8                              	       2	 101695804 ns/op	  41816840 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-2000000-8                         	       2	  75356760 ns/op	 209613592 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-2000000-8                  	       2	  75209986 ns/op	 209613656 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-2200000-8                               	       2	 154778592 ns/op	  54118464 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-2200000-8                             	       2	  84883901 ns/op	  59397192 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-2200000-8                      	       2	  78881861 ns/op	 109729016 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-2200000-8                         	       2	 145816565 ns/op	  77820136 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-2200000-8                             	       2	 129770398 ns/op	  31700192 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-2200000-8                           	       2	 179289948 ns/op	 260724032 Bytes	        -1.000 Load	   2200000 N-runs	100663248 B/op	      21 allocs/op
BenchmarkU32RandomFullDeletes/flat-2200000-8                              	       2	  83682830 ns/op	  76174840 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-2200000-8                         	       2	  76016592 ns/op	 277517944 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-2200000-8                  	       2	  74057564 ns/op	 277518008 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-2400000-8                               	       2	 173461528 ns/op	  55307440 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-2400000-8                             	       2	  95676937 ns/op	 110524920 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-2400000-8                      	       2	  83999132 ns/op	 110524680 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-2400000-8                         	       2	 159735066 ns/op	  81815896 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-2400000-8                             	       2	 144594893 ns/op	  34552240 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-2400000-8                           	       2	 198099799 ns/op	 261519792 Bytes	        -1.000 Load	   2400000 N-runs	100663248 B/op	      21 allocs/op
BenchmarkU32RandomFullDeletes/flat-2400000-8                              	       2	  96075962 ns/op	  76970600 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-2400000-8                         	       2	  83587452 ns/op	 412539512 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-2400000-8                  	       2	  83690940 ns/op	 412539864 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-2600000-8                               	       2	 191932215 ns/op	  56516800 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-2600000-8                             	       2	 106894010 ns/op	  60996808 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-2600000-8                      	       2	  94704497 ns/op	 111328536 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-2600000-8                         	       2	 175408376 ns/op	  85819656 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-2600000-8                             	       2	 164327808 ns/op	  37412096 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-2600000-8                           	       2	 209016670 ns/op	 262323552 Bytes	        -1.000 Load	   2600000 N-runs	100663248 B/op	      21 allocs/op
BenchmarkU32RandomFullDeletes/flat-2600000-8                              	       2	 105200876 ns/op	  77774456 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-2600000-8                         	       2	  89803551 ns/op	 413343368 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-2600000-8                  	       2	  90073268 ns/op	 413343528 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-2800000-8                               	       2	 211945394 ns/op	  59235888 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-2800000-8                             	       2	 120279094 ns/op	 112132216 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-2800000-8                      	       2	  99967668 ns/op	 112132488 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-2800000-8                         	       2	 190479042 ns/op	  89823608 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-2800000-8                             	       2	 175223988 ns/op	  40272240 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-2800000-8                           	       2	 227398516 ns/op	 263127408 Bytes	        -1.000 Load	   2800000 N-runs	100663248 B/op	      21 allocs/op
BenchmarkU32RandomFullDeletes/flat-2800000-8                              	       2	 115819904 ns/op	  78578216 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-2800000-8                         	       2	  97798744 ns/op	 414147224 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-2800000-8                  	       2	  97455398 ns/op	 414147480 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/std-3000000-8                               	       2	 233148906 ns/op	  61994144 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robin-3000000-8                             	       2	 133976522 ns/op	  62596232 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/robinLowLoad-3000000-8                      	       2	 107575712 ns/op	 112928056 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/unordered-3000000-8                         	       2	 206948362 ns/op	  93819176 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/swiss-3000000-8                             	       2	 196238519 ns/op	  73999864 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/generic-3000000-8                           	       2	 243821732 ns/op	 263922976 Bytes	        -1.000 Load	   3000000 N-runs	100663248 B/op	      21 allocs/op
BenchmarkU32RandomFullDeletes/flat-3000000-8                              	       2	 128947263 ns/op	  79373880 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotch-3000000-8                         	       2	 105362372 ns/op	 414942888 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomFullDeletes/hopscotchLowLoad-3000000-8                  	       2	 107350290 ns/op	 414942952 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-50000-8                                	       2	   1364995 ns/op	   1677448 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-50000-8                              	       2	    732558 ns/op	   1648744 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-50000-8                       	       2	    327976 ns/op	   3221688 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-50000-8                          	       2	    644024 ns/op	   2186696 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-50000-8                              	       2	    841339 ns/op	   2829792 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-50000-8                            	       2	    659074 ns/op	   2828560 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-50000-8                               	       2	    328735 ns/op	   2435528 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-50000-8                          	       2	    669246 ns/op	   3074552 Bytes	         0.7626 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-50000-8                   	       2	    373372 ns/op	   3631688 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-100000-8                               	       2	   2905390 ns/op	   3083800 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-100000-8                             	       2	   1352878 ns/op	   3811992 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-100000-8                      	       2	    687484 ns/op	   6195944 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-100000-8                         	       2	   1329490 ns/op	   3839272 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-100000-8                             	       2	   1941166 ns/op	   2878208 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-100000-8                           	       2	   1374630 ns/op	   5385024 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-100000-8                              	       2	    656860 ns/op	   3812248 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-100000-8                         	       2	   1249398 ns/op	   3828696 Bytes	         0.7628 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-100000-8                  	       2	    845686 ns/op	   6974584 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-200000-8                               	       2	   5994718 ns/op	   5930696 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-200000-8                             	       2	   2163554 ns/op	   6770056 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-200000-8                      	       2	   1713620 ns/op	  12471752 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-200000-8                         	       2	   3020568 ns/op	   7414248 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-200000-8                             	       2	   4117030 ns/op	   4607568 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-200000-8                           	       2	   3417098 ns/op	  10505872 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-200000-8                              	       2	   1420436 ns/op	   7360328 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-200000-8                         	       2	   2250441 ns/op	   7376776 Bytes	         0.7628 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-200000-8                  	       2	   2492848 ns/op	  13668488 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-400000-8                               	       2	  16926452 ns/op	  11576264 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-400000-8                             	       2	  11935604 ns/op	  13275448 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-400000-8                      	       2	  13388568 ns/op	  24089064 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-400000-8                         	       2	  12808835 ns/op	  14563928 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-400000-8                             	       2	   8611177 ns/op	   8950464 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-400000-8                           	       2	  11360580 ns/op	  20747008 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-400000-8                              	       2	   6848416 ns/op	  14455736 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-400000-8                         	       2	  10232910 ns/op	  14472472 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-400000-8                  	       2	  11032902 ns/op	  35444232 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-600000-8                               	       2	  27396576 ns/op	  20465864 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-600000-8                             	       2	  34046519 ns/op	  24688808 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-600000-8                      	       2	  14953054 ns/op	  46708984 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-600000-8                         	       2	  26454034 ns/op	  24851352 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-600000-8                             	       2	  21756708 ns/op	  16824304 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-600000-8                           	       2	  20143537 ns/op	  40417424 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-600000-8                              	       2	  11085200 ns/op	  27834696 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-600000-8                         	       2	  31336662 ns/op	  44630392 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-600000-8                  	       2	  16279366 ns/op	  53011256 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-800000-8                               	       2	  40333840 ns/op	  22783160 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-800000-8                             	       2	  67639602 ns/op	  25492664 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-800000-8                      	       2	  20937068 ns/op	  47506696 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-800000-8                         	       2	  40614250 ns/op	  28849528 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-800000-8                             	       2	  29783538 ns/op	  17622400 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-800000-8                           	       2	  28759956 ns/op	  41215616 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-800000-8                              	       2	  16562845 ns/op	  28632888 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotch-800000-8                         	       2	  22687234 ns/op	  70600760 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/hopscotchLowLoad-800000-8                  	       2	  22819500 ns/op	  53815592 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-1000000-8                              	       2	  57277298 ns/op	  39563912 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-1000000-8                            	       2	  27268313 ns/op	  51456584 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-1000000-8                     	       2	  27399553 ns/op	  48335896 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-1000000-8                        	       2	  58327642 ns/op	  32854056 Bytes	         0.9537 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-1000000-8                            	       2	  55998943 ns/op	  32582704 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-1000000-8                          	       2	  36840499 ns/op	  42019952 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/flat-1000000-8                             	       2	  26041898 ns/op	  29437224 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
