goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2398264 ns/op	   3642816 Bytes	        -1.000 Load	     50000 N-runs	 1635592 B/op	    1875 allocs/op
BenchmarkU32FullReads/swiss-3000000-8                                     	       2	 200818332 ns/op	  68958488 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-3000000-8                                   	       2	 102372550 ns/op	 163330392 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/flat-3000000-8                                      	       2	  90913796 ns/op	 112998832 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/hopscotch-3000000-8                                 	       2	 111306086 ns/op	 112990688 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/hopscotchLowLoad-3000000-8                          	       2	  92424800 ns/op	 213654224 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-50000-8                                   	       2	    943473 ns/op	   2145600 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-50000-8                                 	       2	   1109610 ns/op	   2931536 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-50000-8                          	       2	    716316 ns/op	   3521408 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-50000-8                             	       2	    868872 ns/op	   2437280 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-50000-8                                 	       2	   1055797 ns/op	   3080392 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-50000-8                               	       2	    961456 ns/op	   3079656 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-50000-8                                  	       2	    796381 ns/op	   2686528 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-50000-8                             	       2	   1023434 ns/op	   3366608 Bytes	         0.7626 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-50000-8                      	       2	    701754 ns/op	   3882880 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-100000-8                                  	       2	   2142007 ns/op	   3532240 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-100000-8                                	       2	   2446607 ns/op	   3473360 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-100000-8                         	       2	   1758277 ns/op	   6619152 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-100000-8                            	       2	   1959088 ns/op	   4287040 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-100000-8                                	       2	   2376191 ns/op	   3403816 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-100000-8                              	       2	   2463564 ns/op	   5832904 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-100000-8                                 	       2	   1752104 ns/op	   4260224 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-100000-8                            	       2	   2111573 ns/op	   4276656 Bytes	         0.7628 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-100000-8                     	       2	   1426872 ns/op	   7422464 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-200000-8                                  	       2	   4317878 ns/op	   6788144 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-200000-8                                	       2	   5273612 ns/op	   7422640 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-200000-8                         	       2	   4596155 ns/op	  12927728 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-200000-8                            	       2	   4336294 ns/op	   8263424 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-200000-8                                	       2	   5076652 ns/op	   5456648 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-200000-8                              	       2	   4601591 ns/op	  11354952 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-200000-8                                 	       2	   3647848 ns/op	   8209408 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-200000-8                            	       2	   4584085 ns/op	   8226032 Bytes	         0.7628 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-200000-8                     	       2	   4398794 ns/op	  14517760 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-400000-8                                  	       2	  10072908 ns/op	  13196848 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-400000-8                                	       2	  10721692 ns/op	  14921584 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-400000-8                         	       2	  10495969 ns/op	  25735184 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-400000-8                            	       2	  15975352 ns/op	  14112800 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-400000-8                                	       2	  10108921 ns/op	  10596392 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-400000-8                              	       2	  12904088 ns/op	  22393032 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-400000-8                                 	       2	  10635594 ns/op	  16101664 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-400000-8                            	       2	  10759059 ns/op	  16118096 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-400000-8                     	       2	  11156254 ns/op	  28701184 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-600000-8                                  	       2	  20105038 ns/op	  22904576 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-600000-8                                	       2	  19216497 ns/op	  27128592 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-600000-8                         	       2	  17464788 ns/op	  49148848 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-600000-8                            	       2	  23630470 ns/op	  27291792 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-600000-8                                	       2	  12415448 ns/op	  19264552 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-600000-8                              	       2	  23809890 ns/op	  42857864 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-600000-8                                 	       2	  18713380 ns/op	  30275136 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-600000-8                            	       2	  19176966 ns/op	  30291664 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-600000-8                     	       2	  18103626 ns/op	  55457664 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-800000-8                                  	       2	  34190092 ns/op	  26281600 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-800000-8                                	       2	  31531536 ns/op	  28736976 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-800000-8                         	       2	  25448580 ns/op	  50755696 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-800000-8                            	       2	  38512556 ns/op	  32098656 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-800000-8                                	       2	  21952733 ns/op	  20871496 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-800000-8                              	       2	  30328670 ns/op	  44464616 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-800000-8                                 	       2	  24583930 ns/op	  31881792 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-800000-8                            	       2	  27421055 ns/op	  31898224 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-800000-8                     	       2	  25062840 ns/op	  57064128 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1000000-8                                 	       2	  43883694 ns/op	  43634512 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1000000-8                               	       2	  34309216 ns/op	  52362096 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1000000-8                        	       2	  33912774 ns/op	  77527984 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1000000-8                           	       2	  61001261 ns/op	  36905184 Bytes	         0.9537 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1000000-8                               	       2	  21500070 ns/op	  36633640 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1000000-8                             	       2	  47265214 ns/op	  46070888 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1000000-8                                	       2	  35649014 ns/op	  33488064 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-1000000-8                           	       2	  32182526 ns/op	  58670320 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-1000000-8                    	       2	  32762296 ns/op	  58670400 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1200000-8                                 	       2	  53837585 ns/op	  45451776 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1200000-8                               	       2	  43807960 ns/op	  53952176 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1200000-8                        	       2	  37910440 ns/op	  97992432 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1200000-8                           	       2	  56388172 ns/op	  54278176 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1200000-8                               	       2	  26348298 ns/op	  38223912 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1200000-8                             	       2	  42800088 ns/op	  85409896 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1200000-8                                	       2	  37857348 ns/op	  60244256 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-1200000-8                           	       2	  40981582 ns/op	  60260688 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-1200000-8                    	       2	  38770715 ns/op	 110592512 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1400000-8                                 	       2	  63151539 ns/op	  48219936 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1400000-8                               	       2	  53817558 ns/op	  55559216 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1400000-8                        	       2	  46219316 ns/op	  99599664 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1400000-8                           	       2	  67378348 ns/op	  59085120 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1400000-8                               	       2	  32327294 ns/op	  39830952 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1400000-8                             	       2	  49631467 ns/op	  87016936 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1400000-8                                	       2	  43819142 ns/op	  61851200 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-1400000-8                           	       2	  47979774 ns/op	  61867632 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-1400000-8                    	       2	  42153345 ns/op	 112199552 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1600000-8                                 	       2	  79613417 ns/op	  52023520 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1600000-8                               	       2	  69865244 ns/op	  60311504 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1600000-8                        	       2	  52540907 ns/op	 208160992 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1600000-8                           	       2	  83645254 ns/op	  63891584 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1600000-8                               	       2	  47094968 ns/op	  41437320 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1600000-8                             	       2	  61343464 ns/op	  88623304 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1600000-8                                	       2	  52678031 ns/op	  63457568 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-1600000-8                           	       2	  57787715 ns/op	  63468048 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-1600000-8                    	       2	  49486012 ns/op	 113799872 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-1800000-8                                 	       2	 120628274 ns/op	  85164768 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-1800000-8                               	       2	  60832541 ns/op	 104362864 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-1800000-8                        	       2	  60368391 ns/op	 104363024 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-1800000-8                           	       2	  98530064 ns/op	  68675616 Bytes	         0.8583 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-1800000-8                               	       2	  80772576 ns/op	  43021352 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-1800000-8                             	       2	  75478368 ns/op	  90207528 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-1800000-8                                	       2	  62602480 ns/op	  65041792 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-1800000-8                           	       2	  57057922 ns/op	 115389968 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-1800000-8                    	       2	  58059646 ns/op	 115390048 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2000000-8                                 	       2	  91855768 ns/op	  86938608 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2000000-8                               	       2	  71028150 ns/op	 104398384 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2000000-8                        	       2	  72026328 ns/op	 110688368 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2000000-8                           	       2	 118493898 ns/op	  65093744 Bytes	         0.9537 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2000000-8                               	       2	  44863450 ns/op	  72939752 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2000000-8                             	       2	  98351415 ns/op	  91814472 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-2000000-8                                	       2	  76281110 ns/op	  66648736 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-2000000-8                           	       2	  64404438 ns/op	 116997008 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-2000000-8                    	       2	  64238160 ns/op	 116997088 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2200000-8                                 	       2	 100088978 ns/op	  88777696 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2200000-8                               	       2	  78336670 ns/op	 106003600 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2200000-8                        	       2	  67468160 ns/op	 194084144 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2200000-8                           	       2	 106134454 ns/op	 103455152 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2200000-8                               	       2	  52449826 ns/op	  74546504 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2200000-8                             	       2	  75612987 ns/op	 168918600 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-2200000-8                                	       2	  69202472 ns/op	 118587136 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-2200000-8                           	       2	  75177972 ns/op	 118603568 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-2200000-8                    	       2	  64976638 ns/op	 219266944 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2400000-8                                 	       2	 115276916 ns/op	  90755184 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2400000-8                               	       2	  92873684 ns/op	 107588496 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2400000-8                        	       2	  76810458 ns/op	 195668272 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2400000-8                           	       2	 122008179 ns/op	 108239248 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2400000-8                               	       2	  56056758 ns/op	  76130632 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2400000-8                             	       2	  86768784 ns/op	 170502728 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-2400000-8                                	       2	  78351394 ns/op	 120171168 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-2400000-8                           	       2	  84563158 ns/op	 120187600 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-2400000-8                    	       2	  72141388 ns/op	 220850976 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2600000-8                                 	       2	 128938030 ns/op	  92780368 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2600000-8                               	       2	 102797488 ns/op	 109292688 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2600000-8                        	       2	  84235997 ns/op	 197373232 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2600000-8                           	       2	 133724927 ns/op	 113045824 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2600000-8                               	       2	  62933463 ns/op	  77737288 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2600000-8                             	       2	  97802468 ns/op	 172109384 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-2600000-8                                	       2	  85965999 ns/op	 121777824 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-2600000-8                           	       2	  92205056 ns/op	 121794352 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-2600000-8                    	       2	  79331623 ns/op	 222457728 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-2800000-8                                 	       2	 143238108 ns/op	  96302048 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-2800000-8                               	       2	 116715996 ns/op	 110800944 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-2800000-8                        	       2	  91119992 ns/op	 198881392 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-2800000-8                           	       2	 150606057 ns/op	 117852384 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-2800000-8                               	       2	  74550472 ns/op	  79343944 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-2800000-8                             	       2	 106184598 ns/op	 173715848 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-2800000-8                                	       2	  94671178 ns/op	 123384288 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-2800000-8                           	       2	 104315140 ns/op	 123400720 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-2800000-8                    	       2	  87684695 ns/op	 224064096 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-3000000-8                                 	       2	 162202082 ns/op	  99827888 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-3000000-8                               	       2	 133822219 ns/op	 115536656 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-3000000-8                        	       2	  99221694 ns/op	 203617104 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-3000000-8                           	       2	 161345937 ns/op	 122642272 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-3000000-8                               	       2	  83786542 ns/op	  80933736 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-3000000-8                             	       2	 111914844 ns/op	 175305736 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/flat-3000000-8                                	       2	  99554277 ns/op	 124974368 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotch-3000000-8                           	       2	 110412317 ns/op	 124990800 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/hopscotchLowLoad-3000000-8                    	       2	  90495855 ns/op	 225654176 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
