goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2714240 ns/op	   3636248 Bytes	        -1.000 Load	     50000 N-runs	 1629944 B/op	    1871 allocs/op
BenchmarkU32RandomShuffleReads/unordered-1600000-8                     	       2	  91255658 ns/op	  57420888 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-1600000-8                         	       2	  93059910 ns/op	  34966720 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-1600000-8                       	       2	  59917510 ns/op	  82152704 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-1800000-8                           	       2	 159871354 ns/op	  77906696 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-1800000-8                         	       2	  64392854 ns/op	  82964040 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-1800000-8                  	       2	  64512114 ns/op	  82964120 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-1800000-8                     	       2	 108714048 ns/op	  53027688 Bytes	         0.8583 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-1800000-8                         	       2	 107189050 ns/op	  35762032 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-1800000-8                       	       2	  69270064 ns/op	  82948112 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-2000000-8                           	       2	 127128337 ns/op	  78881368 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-2000000-8                         	       2	  80869595 ns/op	  83767544 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-2000000-8                  	       2	  81432532 ns/op	  83767720 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-2000000-8                     	       2	 125073814 ns/op	  65419800 Bytes	         0.9537 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-2000000-8                         	       2	 147626636 ns/op	  64877184 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-2000000-8                       	       2	  78347460 ns/op	  83751712 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-2200000-8                           	       2	 142403648 ns/op	  79929128 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-2200000-8                         	       2	  99979880 ns/op	  84571336 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-2200000-8                  	       2	  67243777 ns/op	 160068888 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-2200000-8                     	       2	 144102272 ns/op	  94589336 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-2200000-8                         	       2	 163456388 ns/op	  65680880 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-2200000-8                       	       2	  78121742 ns/op	 160052880 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-2400000-8                           	       2	 157894261 ns/op	  81108488 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-2400000-8                         	       2	 117730808 ns/op	  85366552 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-2400000-8                  	       2	  73339066 ns/op	 160864104 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-2400000-8                     	       2	 160795952 ns/op	  81807416 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-2400000-8                         	       2	 178074852 ns/op	  66476096 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-2400000-8                       	       2	  87142372 ns/op	 160848000 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-2600000-8                           	       2	 172352642 ns/op	  82281048 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-2600000-8                         	       2	 133849200 ns/op	  86169864 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-2600000-8                  	       2	  79530408 ns/op	 161667512 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-2600000-8                     	       2	 176778871 ns/op	  85810728 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-2600000-8                         	       2	 190874578 ns/op	  67279408 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-2600000-8                       	       2	  95091046 ns/op	 161651504 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-2800000-8                           	       2	 187291620 ns/op	  84998472 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-2800000-8                         	       2	 149033762 ns/op	  86973560 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-2800000-8                  	       2	  84948790 ns/op	 162471112 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-2800000-8                     	       2	 192545405 ns/op	 106591544 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-2800000-8                         	       2	 204039650 ns/op	  68083296 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-2800000-8                       	       2	 101408160 ns/op	 162455392 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/std-3000000-8                           	       2	 195154500 ns/op	  87744088 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robin-3000000-8                         	       2	 158479846 ns/op	  87769064 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/robinLowLoad-3000000-8                  	       2	  90320070 ns/op	 163266616 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/unordered-3000000-8                     	       2	 210798408 ns/op	  93809736 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/swiss-3000000-8                         	       2	 225554995 ns/op	  68878416 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32RandomShuffleReads/generic-3000000-8                       	       2	 108665378 ns/op	 163250416 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-50000-8                                      	       2	   1375840 ns/op	   1665048 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-50000-8                                    	       2	    522845 ns/op	   2834888 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-50000-8                             	       2	    538916 ns/op	   2834936 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-50000-8                                	       2	    775984 ns/op	   2045816 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-50000-8                                    	       2	    886469 ns/op	   2819984 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-50000-8                                  	       2	    658734 ns/op	   2818752 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-100000-8                                     	       2	   2894416 ns/op	   3075240 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-100000-8                                   	       2	   1140196 ns/op	   5391160 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-100000-8                            	       2	   1112220 ns/op	   5391208 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-100000-8                               	       2	   1613412 ns/op	   3829128 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-100000-8                                   	       2	   1884956 ns/op	   2997136 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-100000-8                                 	       2	   1351954 ns/op	   5375024 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-200000-8                                     	       2	   5720994 ns/op	   5925000 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-200000-8                                   	       2	   3021597 ns/op	  10511816 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-200000-8                            	       2	   2863527 ns/op	  10512056 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-200000-8                               	       2	   3833216 ns/op	   6355656 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-200000-8                                   	       2	   4028160 ns/op	   4597568 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-200000-8                                 	       2	   3696511 ns/op	  10495872 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-400000-8                                     	       2	  12857069 ns/op	  11556264 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-400000-8                                   	       2	   9848080 ns/op	  11315192 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-400000-8                            	       2	   9874506 ns/op	  20752424 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-400000-8                               	       2	  15767106 ns/op	  14553352 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-400000-8                                   	       2	   8873578 ns/op	   8939696 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-400000-8                                 	       2	  11224782 ns/op	  20736720 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-600000-8                                     	       2	  26636082 ns/op	  20452984 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-600000-8                                   	       2	  17069098 ns/op	  21548040 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-600000-8                            	       2	  17992516 ns/op	  40422456 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-600000-8                               	       2	  32019873 ns/op	  24840376 Bytes	         0.5722 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-600000-8                                   	       2	  22899264 ns/op	  16813632 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-600000-8                                 	       2	  20009793 ns/op	  40406848 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-800000-8                                     	       2	  40328737 ns/op	  22798232 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-800000-8                                   	       2	  25299536 ns/op	  41226552 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-800000-8                            	       2	  25388890 ns/op	  41226696 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-800000-8                               	       2	  47473602 ns/op	  28844504 Bytes	         0.7629 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-800000-8                                   	       2	  30985984 ns/op	  17617392 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-800000-8                                 	       2	  28201376 ns/op	  41210512 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1000000-8                                    	       2	  57251651 ns/op	  39568584 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1000000-8                                  	       2	  32795315 ns/op	  42030136 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1000000-8                           	       2	  31948496 ns/op	  42030376 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1000000-8                              	       2	  65395713 ns/op	  32848280 Bytes	         0.9537 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1000000-8                                  	       2	  55296564 ns/op	  32577040 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1000000-8                                	       2	  35950871 ns/op	  42014672 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1200000-8                                    	       2	  70548544 ns/op	  40587992 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1200000-8                                  	       2	  41774997 ns/op	  42825912 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1200000-8                           	       2	  39766800 ns/op	  80574696 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1200000-8                              	       2	  76177929 ns/op	  49426696 Bytes	         0.5722 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1200000-8                                  	       2	  68185300 ns/op	  33372720 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1200000-8                                	       2	  43546106 ns/op	  80558896 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1400000-8                                    	       2	  86509472 ns/op	  42545816 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1400000-8                                  	       2	  54737576 ns/op	  43629688 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1400000-8                           	       2	  47034652 ns/op	  81378472 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1400000-8                              	       2	  93631307 ns/op	  53430456 Bytes	         0.6676 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1400000-8                                  	       2	  79623738 ns/op	  34176400 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1400000-8                                	       2	  51514534 ns/op	  81362576 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1600000-8                                    	       2	  99864510 ns/op	  45509928 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1600000-8                                  	       2	  54162834 ns/op	  82181912 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1600000-8                           	       2	  54421810 ns/op	  82181960 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1600000-8                              	       2	 111438238 ns/op	  57433944 Bytes	         0.7629 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1600000-8                                  	       2	  92537570 ns/op	  34979696 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1600000-8                                	       2	  60288612 ns/op	  82165776 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-1800000-8                                    	       2	 160374073 ns/op	  77907800 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-1800000-8                                  	       2	  62081244 ns/op	  82970968 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-1800000-8                           	       2	  62197470 ns/op	  82971016 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-1800000-8                              	       2	 130776328 ns/op	  61423000 Bytes	         0.8583 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-1800000-8                                  	       2	 107729079 ns/op	  35768752 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-1800000-8                                	       2	  69229243 ns/op	  82955024 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2000000-8                                    	       2	 127300522 ns/op	  78863144 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2000000-8                                  	       2	  71287284 ns/op	  83774360 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2000000-8                           	       2	  71263184 ns/op	  83774504 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2000000-8                              	       2	 150729768 ns/op	  65426584 Bytes	         0.9537 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2000000-8                                  	       2	 148959282 ns/op	  64883984 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2000000-8                                	       2	  78632653 ns/op	  83758704 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2200000-8                                    	       2	 142750031 ns/op	  79910376 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2200000-8                                  	       2	  80693345 ns/op	  84578232 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2200000-8                           	       2	  71765208 ns/op	 160075848 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2200000-8                              	       2	 153058319 ns/op	  94596200 Bytes	         0.5245 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2200000-8                                  	       2	 162687850 ns/op	  65687664 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2200000-8                                	       2	  78612170 ns/op	 160059760 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2400000-8                                    	       2	 158759156 ns/op	  81122728 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2400000-8                                  	       2	  91590420 ns/op	  85373528 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2400000-8                           	       2	  78511711 ns/op	 160871048 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2400000-8                              	       2	 169239014 ns/op	  81814456 Bytes	         0.5722 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2400000-8                                  	       2	 177725950 ns/op	  66483440 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2400000-8                                	       2	  86495148 ns/op	 160855344 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2600000-8                                    	       2	 173526694 ns/op	  82291272 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2600000-8                                  	       2	 103100552 ns/op	  86177208 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2600000-8                           	       2	  85176060 ns/op	 161674824 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2600000-8                              	       2	 188000148 ns/op	 102595448 Bytes	         0.6199 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2600000-8                                  	       2	 193900892 ns/op	  67287120 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2600000-8                                	       2	  94244543 ns/op	 161659120 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-2800000-8                                    	       2	 186056626 ns/op	  85037048 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-2800000-8                                  	       2	 117441069 ns/op	  86981080 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-2800000-8                           	       2	  93928156 ns/op	 162478600 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-2800000-8                              	       2	 205458714 ns/op	  89821720 Bytes	         0.6676 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-2800000-8                                  	       2	 209618104 ns/op	  68090416 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-2800000-8                                	       2	 101702992 ns/op	 162462320 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/std-3000000-8                                    	       2	 192182374 ns/op	  87755656 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robin-3000000-8                                  	       2	 129565622 ns/op	  87775992 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/robinLowLoad-3000000-8                           	       2	  98310958 ns/op	 163273512 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/unordered-3000000-8                              	       2	 225256852 ns/op	 110593944 Bytes	         0.7153 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/swiss-3000000-8                                  	       2	 224269938 ns/op	  68885520 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReads/generic-3000000-8                                	       2	 109139216 ns/op	 163257520 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-50000-8                                	       2	    944488 ns/op	   2093704 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-50000-8                              	       2	    703368 ns/op	   3046840 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-50000-8                       	       2	    696643 ns/op	   3047080 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-50000-8                          	       2	    882660 ns/op	   2388936 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-50000-8                              	       2	    984094 ns/op	   3032032 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-50000-8                            	       2	    906053 ns/op	   3030896 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-100000-8                               	       2	   1957458 ns/op	   3486488 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-100000-8                             	       2	   1402577 ns/op	   5800120 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-100000-8                      	       2	   1430266 ns/op	   5800280 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-100000-8                         	       2	   1789426 ns/op	   4238344 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-100000-8                             	       2	   2000902 ns/op	   3277168 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/generic-100000-8                           	       2	   1890962 ns/op	   5784080 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/std-200000-8                               	       2	   4020429 ns/op	   6736904 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robin-200000-8                             	       2	   3545506 ns/op	  11322104 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/robinLowLoad-200000-8                      	       2	   3249300 ns/op	  11322264 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/unordered-200000-8                         	       2	   3825790 ns/op	   8214536 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU32FullReadsMisses/swiss-200000-8                             	       2	   4376484 ns/op	   5407952 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
